Maryland,8,www.nytimes.com/elections/2016/results/maryland-house-district-8-raskin-cox
Minnesota,6,www.nytimes.com/elections/2016/results/minnesota-house-district-6-emmer-snyder
California,5,www.nytimes.com/elections/2016/results/california-house-district-5-thompson-santamaria
Pennsylvania,5,www.nytimes.com/elections/2016/results/pennsylvania-house-district-5-thompson-strano-taylor
Massachusetts,1,www.nytimes.com/elections/2016/results/massachusetts-house-district-1
Texas,2,www.nytimes.com/elections/2016/results/texas-house-district-2-poe-bryan
New York,5,www.nytimes.com/elections/2016/results/new-york-house-district-5-meeks-oreilly
Pennsylvania,4,www.nytimes.com/elections/2016/results/pennsylvania-house-district-4-perry-burkholder
Nevada,1,www.nytimes.com/elections/2016/results/nevada-house-district-1-titus-perry
Arizona,3,www.nytimes.com/elections/2016/results/arizona-house-district-3
Texas,1,www.nytimes.com/elections/2016/results/texas-house-district-1-gohmert-mckellar
Texas,15,www.nytimes.com/elections/2016/results/texas-house-district-15-gonzalez-westley
Ohio,12,www.nytimes.com/elections/2016/results/ohio-house-district-12-tiberi-albertson
Pennsylvania,14,www.nytimes.com/elections/2016/results/pennsylvania-house-district-14-doyle-mcallister
Texas,36,www.nytimes.com/elections/2016/results/texas-house-district-36
Illinois,9,www.nytimes.com/elections/2016/results/illinois-house-district-9-schakowsky-mccarthy-lasonde
California,7,www.nytimes.com/elections/2016/results/california-house-district-7-bera-jones
Texas,26,www.nytimes.com/elections/2016/results/texas-house-district-26-burgess-mauck
Illinois,11,www.nytimes.com/elections/2016/results/illinois-house-district-11-foster-khouri
Arizona,4,www.nytimes.com/elections/2016/results/arizona-house-district-4-gosar-weisser
New York,13,www.nytimes.com/elections/2016/results/new-york-house-district-13-espaillat-evans
Rhode Island,2,www.nytimes.com/elections/2016/results/rhode-island-house-district-2-langevin-reis
California,21,www.nytimes.com/elections/2016/results/california-house-district-21-valadao-huerta
Michigan,12,www.nytimes.com/elections/2016/results/michigan-house-district-12-dingell-jones
Virginia,6,www.nytimes.com/elections/2016/results/virginia-house-district-6-goodlatte-degner
Nebraska,2,www.nytimes.com/elections/2016/results/nebraska-house-district-2-ashford-bacon
California,19,www.nytimes.com/elections/2016/results/california-house-district-19-lofgren-lancaster
North Carolina,8,www.nytimes.com/elections/2016/results/north-carolina-house-district-8-hudson-mills
Tennessee,4,www.nytimes.com/elections/2016/results/tennessee-house-district-4-desjarlais-reynolds
Pennsylvania,9,www.nytimes.com/elections/2016/results/pennsylvania-house-district-9-shuster-halvorson
Ohio,15,www.nytimes.com/elections/2016/results/ohio-house-district-15-stivers-wharton
California,10,www.nytimes.com/elections/2016/results/california-house-district-10-denham-eggman
Texas,21,www.nytimes.com/elections/2016/results/texas-house-district-21-smith-wakely
Illinois,18,www.nytimes.com/elections/2016/results/illinois-house-district-18-lahood-rodriguez
Idaho,2,www.nytimes.com/elections/2016/results/idaho-house-district-2-simpson-martinez
Oregon,5,www.nytimes.com/elections/2016/results/oregon-house-district-5-schrader-willis
Pennsylvania,8,www.nytimes.com/elections/2016/results/pennsylvania-house-district-8-santarsiero-fitzpatrick
Georgia,13,www.nytimes.com/elections/2016/results/georgia-house-district-13
California,28,www.nytimes.com/elections/2016/results/california-house-district-28-schiff-solis
Arizona,7,www.nytimes.com/elections/2016/results/arizona-house-district-7-gallego-nunez
Louisiana,1,www.nytimes.com/elections/2016/results/louisiana-house-district-1
Kansas,2,www.nytimes.com/elections/2016/results/kansas-house-district-2-jenkins-potter
Virginia,3,www.nytimes.com/elections/2016/results/virginia-house-district-3-scott-williams
Arizona,8,www.nytimes.com/elections/2016/results/arizona-house-district-8
West Virginia,1,www.nytimes.com/elections/2016/results/west-virginia-house-district-1-mckinley-manypenny
Florida,17,www.nytimes.com/elections/2016/results/florida-house-district-17-rooney-freeman
Tennessee,7,www.nytimes.com/elections/2016/results/tennessee-house-district-7-blackburn-chandler
Kansas,4,www.nytimes.com/elections/2016/results/kansas-house-district-4-pompeo-giroux
Louisiana,3,www.nytimes.com/elections/2016/results/louisiana-house-district-3
California,37,www.nytimes.com/elections/2016/results/california-house-district-37
Colorado,1,www.nytimes.com/elections/2016/results/colorado-house-district-1-degette-stockham
Arkansas,2,www.nytimes.com/elections/2016/results/arkansas-house-district-2-hill-curry
California,41,www.nytimes.com/elections/2016/results/california-house-district-41-takano-shepherd
Massachusetts,9,www.nytimes.com/elections/2016/results/massachusetts-house-district-9-keating-alliegro
Florida,26,www.nytimes.com/elections/2016/results/florida-house-district-26-curbelo-garcia
Florida,5,www.nytimes.com/elections/2016/results/florida-house-district-5-lawson-smith
Texas,17,www.nytimes.com/elections/2016/results/texas-house-district-17-flores-matta
Georgia,1,www.nytimes.com/elections/2016/results/georgia-house-district-1
Texas,9,www.nytimes.com/elections/2016/results/texas-house-district-9-green-martin
Ohio,1,www.nytimes.com/elections/2016/results/ohio-house-district-1-chabot-young
Indiana,3,www.nytimes.com/elections/2016/results/indiana-house-district-3-schrader-banks
Pennsylvania,11,www.nytimes.com/elections/2016/results/pennsylvania-house-district-11-barletta-marsicano
