fips,county_name,dem_vote_count,rep_vote_count
42023,"Cameron County, Pennsylvania",486.99999999999994,1176.0
42025,"Carbon County, Pennsylvania",8648.0,13141.0
1067,"Henry County, Alabama",2253.0000000000005,4418.0
1069,"Houston County, Alabama",9957.0,22077.0
13129,"Gordon County, Georgia",3128.0,14312.999999999998
1071,"Jackson County, Alabama",3521.9999999999995,12049.0
42033,"Clearfield County, Pennsylvania",7363.0,19475.0
1075,"Lamar County, Alabama",824.0,4532.0
1077,"Lauderdale County, Alabama",10288.0,20503.0
1079,"Lawrence County, Alabama",3183.0,8605.0
1081,"Lee County, Alabama",21002.0,28268.0
1083,"Limestone County, Alabama",10343.0,23141.0
42045,"Delaware County, Pennsylvania",148329.0,91759.00000000001
42047,"Elk County, Pennsylvania",3482.0,7550.0
1089,"Madison County, Alabama",66424.0,74838.0
42051,"Fayette County, Pennsylvania",17076.0,23148.0
42053,"Forest County, Pennsylvania",563.0,1364.0
1095,"Marshall County, Alabama",4271.0,22915.0
42057,"Fulton County, Pennsylvania",888.0,4387.0
37047,"Columbus County, North Carolina",7210.0,11010.0
42061,"Huntingdon County, Pennsylvania",4243.0,11557.999999999998
1103,"Morgan County, Alabama",10816.0,28583.0
42065,"Jefferson County, Pennsylvania",3217.0,11810.0
42067,"Juniata County, Pennsylvania",1808.0000000000002,6614.0
1109,"Pike County, Alabama",4556.0,5799.0
1111,"Randolph County, Alabama",1809.9999999999998,5774.0
1113,"Russell County, Alabama",8018.999999999999,7003.0
1115,"St. Clair County, Alabama",5589.0,24272.000000000004
1117,"Shelby County, Alabama",23289.0,60328.0
42079,"Luzerne County, Pennsylvania",53430.0,53847.0
42081,"Lycoming County, Pennsylvania",12003.0,28810.0
1123,"Tallapoosa County, Alabama",4684.0,10998.000000000002
1125,"Tuscaloosa County, Alabama",5456.0,17539.0
1127,"Walker County, Alabama",4111.0,18897.0
1129,"Washington County, Alabama",2004.0,4802.0
13131,"Grady County, Georgia",3135.9999999999995,5148.0
42091,"Montgomery County, Pennsylvania",240398.99999999997,137388.0
1133,"Winston County, Alabama",829.0,6836.0
42095,"Northampton County, Pennsylvania",59150.00000000001,51817.0
42097,"Northumberland County, Pennsylvania",8901.0,18340.0
42099,"Perry County, Pennsylvania",4493.0,12576.0
42101,"Philadelphia County, Pennsylvania",463194.0,68399.0
42103,"Pike County, Pennsylvania",8702.0,11882.0
42105,"Potter County, Pennsylvania",1414.0,4841.0
42107,"Schuylkill County, Pennsylvania",18501.0,29939.0
42109,"Snyder County, Pennsylvania",3581.0,9690.0
42111,"Somerset County, Pennsylvania",6958.0,21531.0
42113,"Sullivan County, Pennsylvania",843.0,1939.0
42115,"Susquehanna County, Pennsylvania",4755.0,10871.0
42117,"Tioga County, Pennsylvania",3561.0,10494.0
42119,"Union County, Pennsylvania",5415.0,8950.0
42121,"Venango County, Pennsylvania",5626.0,12036.0
42123,"Warren County, Pennsylvania",4750.0,9637.0
42125,"Washington County, Pennsylvania",32134.0,43543.0
42127,"Wayne County, Pennsylvania",7502.0,12514.0
42129,"Westmoreland County, Pennsylvania",59704.0,85486.0
42131,"Wyoming County, Pennsylvania",3408.0,6702.0
42133,"York County, Pennsylvania",67330.0,101703.0
26137,"Otsego County, Michigan",3951.9999999999995,7301.000000000001
51595,"Emporia city, Virginia",1138.0,626.0
13133,"Greene County, Georgia",2965.0,5949.0
20209,"Wyandotte County, Kansas",27424.000000000004,11832.0
36047,"Kings County, New York",504414.0,58782.0
6041,"Marin County, California",106093.0,20579.0
17193,"White County, Illinois",1444.0,4407.0
54051,"Marshall County, West Virginia",2817.0,7789.0
42049,"Erie County, Pennsylvania",60147.0,40334.0
26145,"Saginaw County, Michigan",40093.0,37179.0
34001,"Atlantic County, New Jersey",44287.0,34470.0
34003,"Bergen County, New Jersey",182992.0,108280.0
