stateFP,state,maptype,countyFP,county,district,demPercentage,repPercentage
13,GA,Compact,175,...,8,1.0,1.0
13,GA,Compact,233,...,14,1.0,1.0
13,GA,Compact,213,...,9,1.0,1.0
13,GA,Compact,79,...,8,1.0,1.0
13,GA,Compact,45,...,14,1.0,1.0
13,GA,Compact,69,...,2,1.0,1.0
13,GA,Compact,115,...,14,1.0,1.0
13,GA,Compact,279,...,12,1.0,1.0
13,GA,Compact,31,...,12,0.9059989657307097,0.8388431998115645
13,GA,Compact,159,...,10,1.0,1.0
13,GA,Compact,205,...,2,1.0,1.0
13,GA,Compact,281,...,9,1.0,1.0
13,GA,Compact,121,...,5,0.9050282336714622,0.5560305752712654
13,GA,Compact,99,...,2,1.0,1.0
13,GA,Compact,183,...,1,1.0,1.0
13,GA,Compact,3,...,2,1.0,1.0
13,GA,Compact,201,...,2,1.0,1.0
13,GA,Compact,73,...,12,1.0,1.0
13,GA,Compact,197,...,3,1.0,1.0
13,GA,Compact,95,...,2,1.0,1.0
13,GA,Compact,9,...,8,1.0,1.0
13,GA,Compact,185,...,2,1.0,1.0
13,GA,Compact,5,...,12,1.0,1.0
13,GA,Compact,285,...,3,1.0,1.0
13,GA,Compact,193,...,8,1.0,1.0
13,GA,Compact,251,...,12,1.0,1.0
13,GA,Compact,97,...,14,1.0,1.0
