State,County,District,DemVotes,RepVotes,OtherVotes
michigan,Monroe,7,26684,34238,0
michigan,Jackson,7,26528,33654,0
michigan,Washtenaw,7,29295,23727,0
michigan,Eaton,7,25788,23957,0
michigan,Lenawee,7,17881,21898,0
michigan,Hillsdale,7,5139,11470,0
michigan,Branch,7,5097,9939,0
michigan,Saginaw,4,13499,25391,0
michigan,Midland,4,14427,23470,0
michigan,Clinton,4,15508,19875,0
michigan,Shiawassee,4,11840,17222,0
michigan,Isabella,4,10451,11445,0
michigan,Montcalm,4,7174,13328,0
michigan,Mecosta,4,5733,9544,0
michigan,Wexford,4,4397,9720,0
michigan,Gratiot,4,5186,8829,0
michigan,Clare,4,3966,7687,0
michigan,Roscommon,4,3952,7555,0
michigan,Gladwin,4,3499,7311,0
michigan,Osceola,4,2560,6663,0
michigan,Ogemaw,4,2827,5977,0
michigan,Missaukee,4,1521,4943,0
michigan,Macomb,10,57589,92066,4533
michigan,St. Clair,10,23722,38565,3779
michigan,Lapeer,10,12443,24696,1467
michigan,Sanilac,10,4083,10113,2144
michigan,Tuscola,10,4613,8965,973
michigan,Huron,10,3652,8473,1371
michigan,Oakland,8,54330,68457,3239
michigan,Ingham,8,80785,35085,2740
michigan,Livingston,8,37771,56264,2938
michigan,Macomb,9,112317,76075,7829
michigan,Oakland,9,69532,36229,3035
michigan,Oakland,14,102980,28911,0
michigan,Wayne,14,107989,16625,2284
michigan,Oakland,11,110298,102195,7093
michigan,Wayne,11,71405,56134,3431
michigan,Wayne,12,104928,63945,6270
michigan,Washtenaw,12,94762,20272,2624
michigan,Wayne,13,163782,0,29881
minnesota,St. Louis,8,57106,38500,4108
minnesota,Crow Wing,8,12284,18099,962
minnesota,Chisago,8,9773,14863,965
minnesota,Itasca,8,9714,10974,889
minnesota,Isanti,8,5887,10678,710
minnesota,Carlton,8,8283,7112,1030
minnesota,Morrison,8,4048,9652,498
minnesota,Cass,8,5155,8217,579
minnesota,Pine,8,4558,6430,548
minnesota,Mille Lacs,8,3765,6375,517
minnesota,Hubbard,8,3701,6008,370
minnesota,Aitkin,8,3401,4466,298
minnesota,Beltrami,8,2790,4034,226
minnesota,Kanabec,8,2466,3895,303
minnesota,Lake,8,3050,2627,227
minnesota,Wadena,8,1623,3724,187
minnesota,Koochiching,8,2408,2653,189
minnesota,Cook,8,1956,1083,160
minnesota,Hennepin,3,172420,131618,0
minnesota,Carver,3,15639,16506,0
minnesota,Anoka,3,14329,12728,0
minnesota,Anoka,6,45180,62059,0
minnesota,Wright,6,20110,38778,0
minnesota,Stearns,6,22206,31665,0
minnesota,Sherburne,6,13273,25673,0
minnesota,Washington,6,9086,12444,0
minnesota,Carver,6,6511,11938,0
minnesota,Benton,6,5800,10082,0
minnesota,Hennepin,6,170,305,0
minnesota,Hennepin,5,251726,65469,0
minnesota,Anoka,5,14805,8513,0
minnesota,Ramsey,5,1159,455,0
minnesota,Otter Tail,7,13176,14189,0
minnesota,Clay,7,16318,7936,0
minnesota,Kandiyohi,7,9610,8970,0
minnesota,Douglas,7,8577,9419,0
minnesota,McLeod,7,6545,8290,0
minnesota,Becker,7,7664,7083,0
minnesota,Polk,7,6659,5177,0
minnesota,Stearns,7,5008,6687,0
minnesota,Beltrami,7,6822,4012,0
minnesota,Meeker,7,4639,5625,0
minnesota,Lyon,7,5115,4821,0
minnesota,Todd,7,4128,5467,0
minnesota,Sibley,7,2866,3659,0
minnesota,Roseau,7,2993,3473,0
minnesota,Renville,7,3393,2888,0
minnesota,Redwood,7,2952,3241,0
minnesota,Chippewa,7,3115,2412,0
minnesota,Pope,7,3004,2426,0
minnesota,Pennington,7,2977,2391,0
minnesota,Stevens,7,2490,1876,0
minnesota,Yellow Medicine,7,2216,2090,0
minnesota,Marshall,7,2196,1907,0
minnesota,Murray,7,1930,2170,0
minnesota,Swift,7,2309,1729,0
minnesota,Pipestone,7,1420,2281,0
minnesota,Clearwater,7,1507,1981,0
minnesota,Cottonwood,7,1719,1702,0
minnesota,Lac qui Parle,7,1973,1379,0
minnesota,Grant,7,1820,1314,0
minnesota,Norman,7,1857,856,0
minnesota,Wilkin,7,1457,1123,0
minnesota,Big Stone,7,1420,1158,0
minnesota,Lincoln,7,1232,1182,0
minnesota,Kittson,7,1515,842,0
minnesota,Mahnomen,7,1283,642,0
minnesota,Lake of the Woods,7,844,1001,0
minnesota,Red Lake,7,1032,640,0
minnesota,Traverse,7,891,627,0
minnesota,Olmsted,1,39723,30946,0
minnesota,Blue Earth,1,15945,11921,0
minnesota,Winona,1,12136,9077,0
minnesota,Steele,1,7127,9075,0
minnesota,Nicollet,1,8846,6712,0
minnesota,Rice,1,6702,8527,0
minnesota,Mower,1,7850,6662,0
minnesota,Freeborn,1,6791,6996,0
minnesota,Le Sueur,1,5364,7348,0
minnesota,Brown,1,4574,7136,0
minnesota,Fillmore,1,4517,5113,0
minnesota,Dodge,1,3781,5268,0
minnesota,Houston,1,4410,4526,0
minnesota,Martin,1,3047,5612,0
minnesota,Waseca,1,3341,4750,0
minnesota,Nobles,1,2906,4024,0
minnesota,Faribault,1,2423,3891,0
minnesota,Jackson,1,1822,2827,0
minnesota,Watonwan,1,1826,2254,0
minnesota,Rock,1,1296,2452,0
minnesota,Cottonwood,1,464,1089,0
minnesota,Dakota,2,113788,91642,0
minnesota,Scott,2,29880,35775,0
minnesota,Goodhue,2,10452,12505,0
minnesota,Washington,2,10945,9407,0
minnesota,Rice,2,8720,4314,0
minnesota,Wabasha,2,4186,5730,0
minnesota,Ramsey,4,169114,61329,11010
minnesota,Washington,4,47625,36396,2760
mississippi,Rankin,3,10831,37806,506
mississippi,Madison,3,8452,21890,251
mississippi,Lauderdale,3,8774,13905,139
mississippi,Lincoln,3,3662,8705,115
mississippi,Pike,3,5457,5825,129
mississippi,Hinds,3,5317,5937,122
mississippi,Simpson,3,2897,5532,82
mississippi,Scott,3,2952,4453,67
mississippi,Neshoba,3,2640,4710,86
mississippi,Newton,3,2086,4670,53
mississippi,Lawrence,3,1790,3215,50
mississippi,Amite,3,1842,2966,53
mississippi,Jefferson Davis,3,2872,1921,58
mississippi,Jasper,3,2344,1707,52
mississippi,Noxubee,3,2546,803,27
mississippi,Kemper,3,2324,915,12
mississippi,Covington,3,1045,1866,47
mississippi,Clarke,3,781,1234,15
mississippi,Franklin,3,774,1163,21
mississippi,Adams,3,0,0,0
mississippi,Oktibbeha,3,0,0,0
mississippi,Smith,3,0,0,0
mississippi,Walthall,3,0,0,0
mississippi,Wilkinson,3,0,0,0
mississippi,DeSoto,1,17034,32837,392
mississippi,Lee,1,7080,17863,153
mississippi,Lafayette,1,6089,8179,85
mississippi,Monroe,1,3847,7843,82
mississippi,Marshall,1,5831,5360,99
mississippi,Alcorn,1,1875,8147,60
mississippi,Pontotoc,1,1603,7944,53
mississippi,Tate,1,2659,5407,55
mississippi,Union,1,1226,6494,59
mississippi,Winston,1,2909,4038,43
mississippi,Clay,1,3779,3100,46
mississippi,Prentiss,1,1366,5452,46
mississippi,Tippah,1,1299,5498,56
mississippi,Itawamba,1,746,6023,41
mississippi,Tishomingo,1,1115,4942,41
mississippi,Chickasaw,1,2540,3370,56
mississippi,Calhoun,1,1291,3319,33
mississippi,Lowndes,1,2739,1636,36
mississippi,Webster,1,711,3165,19
mississippi,Choctaw,1,766,2006,22
mississippi,Benton,1,1147,1610,19
mississippi,Oktibbeha,1,476,748,7
mississippi,Hinds,2,47935,0,10794
mississippi,Warren,2,7391,0,5895
mississippi,Madison,2,6889,0,1613
mississippi,Leflore,2,6062,0,2001
mississippi,Humphreys,2,7391,0,437
mississippi,Sunflower,2,5709,0,1506
mississippi,Grenada,2,4092,0,2965
mississippi,Yazoo,2,4226,0,2560
mississippi,Attala,2,2764,0,2757
mississippi,Panola,2,2175,0,1856
mississippi,Carroll,2,1712,0,2247
mississippi,Yalobusha,2,2048,0,1374
mississippi,Montgomery,2,1726,0,1418
mississippi,Holmes,2,2748,0,385
mississippi,Jefferson,2,2307,0,440
mississippi,Tunica,2,1920,0,468
mississippi,Quitman,2,1803,0,562
mississippi,Tallahatchie,2,1357,0,898
mississippi,Leake,2,916,0,1216
mississippi,Claiborne,2,1296,0,235
mississippi,Copiah,2,745,0,765
mississippi,Sharkey,2,1178,0,313
mississippi,Issaquena,2,342,0,179
mississippi,Bolivar,2,0,0,0
mississippi,Coahoma,2,0,0,0
mississippi,Washington,2,0,0,0
mississippi,Harrison,4,18853,31473,684
mississippi,Jackson,4,11146,23366,405
mississippi,Forrest,4,8839,12166,186
mississippi,Jones,4,6012,14842,183
mississippi,Lamar,4,4268,14064,159
mississippi,Pearl River,4,2568,11697,124
mississippi,Hancock,4,2873,9580,149
mississippi,Marion,4,2756,6039,51
mississippi,Stone,4,1181,3802,44
mississippi,Greene,4,699,3024,25
mississippi,Perry,4,822,2529,36
mississippi,Clarke,4,113,249,5
mississippi,George,4,0,0,0
mississippi,Wayne,4,0,0,0
missouri,Clay,6,26371,39526,1773
missouri,Platte,6,18574,24511,1087
missouri,Jackson,6,13943,22635,965
missouri,Buchanan,6,10421,18472,1060
missouri,Marion,6,2527,7911,203
missouri,Adair,6,2876,5547,188
missouri,Clinton,6,2374,5953,275
missouri,Nodaway,6,2046,5379,230
missouri,Andrew,6,1752,5527,284
missouri,Macon,6,1375,5040,117
missouri,Pike,6,1746,4300,144
missouri,Livingston,6,965,4102,87
missouri,Linn,6,1037,3516,0
missouri,Ralls,6,1001,3280,52
missouri,Caldwell,6,757,2892,109
missouri,DeKalb,6,688,2921,149
missouri,Carroll,6,569,3064,87
missouri,Grundy,6,595,2921,108
missouri,Monroe,6,750,2790,76
missouri,Lewis,6,771,2663,60
missouri,Chariton,6,783,2486,56
missouri,Daviess,6,587,2321,92
missouri,Harrison,6,429,2358,75
missouri,Shelby,6,551,2113,47
missouri,Clark,6,563,2030,60
missouri,Gentry,6,516,1925,96
missouri,Atchison,6,436,1704,77
missouri,Sullivan,6,364,1579,25
missouri,Holt,6,276,1569,69
missouri,Putnam,6,255,1617,29
missouri,Audrain,6,425,1240,41
missouri,Schuyler,6,325,1252,24
missouri,Scotland,6,284,1285,32
missouri,Knox,6,256,1277,18
missouri,Mercer,6,145,1182,32
missouri,Worth,6,179,709,36
missouri,Boone,4,39799,32784,1656
missouri,Cass,4,14655,27706,1100
missouri,Pettis,4,4218,10370,433
missouri,Laclede,4,2197,10952,305
missouri,Webster,4,2108,8658,251
missouri,Pulaski,4,2440,8022,297
missouri,Johnson,4,3730,6546,359
missouri,Randolph,4,2211,6373,234
missouri,Henry,4,2484,5874,209
missouri,Benton,4,2143,5964,205
missouri,Camden,4,1674,5976,167
missouri,Morgan,4,1650,5982,168
missouri,Vernon,4,1617,5370,195
missouri,Cooper,4,1833,4997,172
missouri,Audrain,4,1873,4867,171
missouri,Bates,4,1590,4891,178
missouri,Dallas,4,1162,5128,156
missouri,Moniteau,4,1177,4619,119
missouri,Cedar,4,860,4405,150
missouri,Barton,4,670,4195,113
missouri,Howard,4,1264,2807,94
missouri,St. Clair,4,1047,2948,98
missouri,Hickory,4,934,3068,82
missouri,Dade,4,526,2746,79
missouri,Greene,7,46168,63426,4614
missouri,Jasper,7,10452,28122,1457
missouri,Christian,7,9503,25188,1348
missouri,Newton,7,4796,16816,770
missouri,Taney,7,4344,15516,515
missouri,Stone,7,2947,11326,389
missouri,Lawrence,7,3184,10065,636
missouri,Barry,7,2558,9262,372
missouri,Polk,7,2625,8583,411
missouri,McDonald,7,1209,5135,171
missouri,Webster,7,852,2433,145
missouri,Cape Girardeau,8,8018,23654,502
missouri,Jefferson,8,9359,14441,476
missouri,St. Francois,8,7048,14042,444
missouri,Phelps,8,4508,10555,285
missouri,Howell,8,2767,11431,213
missouri,Scott,8,3198,10895,164
missouri,Butler,8,2616,11060,210
missouri,Stoddard,8,1683,8981,130
missouri,Texas,8,1626,7486,126
missouri,Crawford,8,1967,6388,125
missouri,Dunklin,8,1857,5978,81
missouri,Ste. Genevieve,8,2879,4251,123
missouri,Perry,8,1520,5574,91
missouri,Washington,8,2060,4942,135
missouri,Wright,8,1107,5527,126
missouri,Dent,8,946,4988,81
missouri,Douglas,8,907,4487,95
missouri,Bollinger,8,764,3965,59
missouri,Wayne,8,910,3730,53
missouri,Pemiscot,8,1455,2985,35
missouri,Ripley,8,838,3526,60
missouri,Madison,8,998,3221,199
missouri,Ozark,8,722,3183,56
missouri,Mississippi,8,1025,2716,37
missouri,Oregon,8,816,2896,48
missouri,Iron,8,1078,2370,60
missouri,Shannon,8,713,2428,43
missouri,Reynolds,8,594,1892,32
missouri,Carter,8,401,1870,29
missouri,New Madrid,8,662,1364,28
missouri,St. Charles,3,43014,61687,2050
missouri,Jefferson,3,17741,27952,1428
missouri,Franklin,3,12844,28702,857
missouri,Cole,3,9630,22973,547
missouri,Lincoln,3,6219,14450,493
missouri,Callaway,3,4794,11909,358
missouri,Warren,3,3988,9558,300
missouri,Camden,3,2748,9048,210
missouri,Miller,3,1530,8128,183
missouri,Gasconade,3,1365,4883,109
missouri,Osage,3,852,5044,68
missouri,Montgomery,3,984,3576,93
missouri,Maries,3,771,3088,51
missouri,Jackson,5,145566,71646,5775
missouri,Clay,5,16069,11361,1030
missouri,Lafayette,5,4939,8062,342
missouri,Ray,5,3816,5295,272
missouri,Saline,5,3198,4331,249
missouri,St. Louis,2,140521,142763,4139
missouri,St. Charles,2,26740,37833,1257
missouri,Jefferson,2,7218,9417,507
missouri,St. Louis,1,124274,28900,4835
missouri,St. Louis City,1,92208,16360,3809
montana,Yellowstone,1,28137,35767,2202
montana,Missoula,1,37090,19648,1502
montana,Gallatin,1,30025,22368,1415
montana,Flathead,1,17647,27847,1229
montana,Lewis and Clark,1,18423,15323,1004
montana,Cascade,1,15756,17143,913
montana,Ravalli,1,8150,14281,585
montana,Silver Bow,1,10749,4982,438
montana,Lake,1,6197,6905,343
montana,Park,1,4659,4636,265
montana,Lincoln,1,2622,6440,245
montana,Jefferson,1,2611,4000,200
montana,Hill,1,3239,2814,225
montana,Sanders,1,1834,4047,206
montana,Carbon,1,2415,3409,179
montana,Fergus,1,1738,3891,139
montana,Madison,1,1663,3148,144
montana,Custer,1,1633,3076,168
montana,Stillwater,1,1347,3348,156
montana,Glacier,1,3446,1294,103
montana,Beaverhead,1,1623,3026,118
montana,Big Horn,1,2798,1676,104
montana,Richland,1,953,3239,120
montana,Deer Lodge,1,2670,1359,149
montana,Dawson,1,1119,2798,124
montana,Valley,1,1250,2434,177
montana,Roosevelt,1,1851,1472,95
montana,Rosebud,1,1338,1907,89
montana,Broadwater,1,915,2234,105
montana,Teton,1,1114,1948,76
montana,Blaine,1,1660,1165,84
montana,Powell,1,853,1786,91
montana,Pondera,1,980,1592,84
montana,Chouteau,1,1065,1506,66
montana,Musselshell,1,501,1827,92
montana,Sweet Grass,1,575,1456,71
montana,Phillips,1,449,1586,52
montana,Mineral,1,701,1282,69
montana,Toole,1,539,1299,56
montana,Granite,1,607,1131,62
montana,Sheridan,1,660,1085,52
montana,Fallon,1,226,1025,24
montana,Judith Basin,1,308,848,34
montana,McCone,1,194,813,21
montana,Meagher,1,263,676,38
montana,Powder River,1,172,784,18
montana,Liberty,1,298,651,24
montana,Daniels,1,240,683,20
montana,Wheatland,1,274,619,22
montana,Carter,1,100,635,12
montana,Garfield,1,54,606,20
montana,Prairie,1,149,484,22
montana,Wibaux,1,114,402,18
montana,Golden Valley,1,107,321,22
montana,Treasure,1,95,308,12
montana,Petroleum,1,46,259,8
nebraska,Hall,3,5321,11173,0
nebraska,Buffalo,3,4444,11746,0
nebraska,Lincoln,3,2884,9530,0
nebraska,Scotts Bluff,3,3327,7252,0
nebraska,Adams,3,3005,7114,0
nebraska,Gage,3,2560,5648,0
nebraska,Dawson,3,1489,4719,0
nebraska,York,3,1085,4010,0
nebraska,Custer,3,656,3890,0
nebraska,Dakota,3,1803,2622,0
nebraska,Saline,3,1458,2665,0
nebraska,Holt,3,591,3473,0
nebraska,Hamilton,3,808,3253,0
nebraska,Red Willow,3,613,3255,0
nebraska,Phelps,3,575,3255,0
nebraska,Box Butte,3,926,2643,0
nebraska,Knox,3,691,2812,0
nebraska,Cedar,3,598,2863,0
nebraska,Dawes,3,953,2415,0
nebraska,Merrick,3,616,2735,0
nebraska,Cheyenne,3,586,2634,0
nebraska,Keith,3,559,2632,0
nebraska,Wayne,3,895,2287,0
nebraska,Richardson,3,757,2204,0
nebraska,Jefferson,3,728,2229,0
nebraska,Pierce,3,381,2367,0
nebraska,Kearney,3,559,2106,0
nebraska,Clay,3,487,2163,0
nebraska,Nemaha,3,666,1904,0
nebraska,Fillmore,3,555,1944,0
nebraska,Antelope,3,352,2130,0
nebraska,Howard,3,565,1836,0
nebraska,Cherry,3,304,2056,0
nebraska,Boone,3,387,1903,0
nebraska,Thayer,3,448,1737,0
nebraska,Dixon,3,538,1594,0
nebraska,Furnas,3,312,1815,0
nebraska,Morrill,3,365,1737,0
nebraska,Sheridan,3,313,1699,0
nebraska,Valley,3,312,1463,0
nebraska,Nuckolls,3,317,1432,0
nebraska,Johnson,3,473,1258,0
nebraska,Harlan,3,260,1419,0
nebraska,Chase,3,170,1377,0
nebraska,Kimball,3,234,1140,0
nebraska,Webster,3,266,1095,0
nebraska,Brown,3,159,1194,0
nebraska,Franklin,3,240,1111,0
nebraska,Sherman,3,345,941,0
nebraska,Nance,3,293,946,0
nebraska,Perkins,3,149,1070,0
nebraska,Pawnee,3,252,870,0
nebraska,Hitchcock,3,149,923,0
nebraska,Frontier,3,164,875,0
nebraska,Garden,3,152,845,0
nebraska,Greeley,3,207,785,0
nebraska,Boyd,3,105,818,0
nebraska,Gosper,3,131,705,0
nebraska,Garfield,3,103,685,0
nebraska,Dundy,3,81,693,0
nebraska,Deuel,3,111,600,0
nebraska,Rock,3,64,583,0
nebraska,Sioux,3,77,460,0
nebraska,Wheeler,3,59,349,0
nebraska,Hayes,3,31,360,0
nebraska,Keya Paha,3,32,355,0
nebraska,Thomas,3,34,311,0
nebraska,Logan,3,27,308,0
nebraska,Hooker,3,49,263,0
nebraska,Banner,3,53,258,0
nebraska,Grant,3,12,293,0
nebraska,Loup,3,48,257,0
nebraska,Blaine,3,37,224,0
nebraska,McPherson,3,25,233,0
nebraska,Arthur,3,22,208,0
nebraska,Lancaster,1,57800,56633,0
nebraska,Sarpy,1,19333,27129,0
nebraska,Dodge,1,3511,8432,0
nebraska,Platte,1,2090,8834,0
nebraska,Cass,1,3346,7210,0
nebraska,Madison,1,2332,8070,0
nebraska,Saunders,1,2457,6990,0
nebraska,Washington,1,2432,6710,0
nebraska,Seward,1,1801,5179,0
nebraska,Otoe,1,1785,4540,0
nebraska,Butler,1,632,2825,0
nebraska,Cuming,1,550,2782,0
nebraska,Burt,1,787,2121,0
nebraska,Colfax,1,638,1837,0
nebraska,Stanton,1,388,1853,0
nebraska,Polk,1,370,1705,0
nebraska,Thurston,1,819,908,0
nebraska,Dixon,1,26,50,0
nebraska,Douglas,2,102032,97133,0
nebraska,Sarpy,2,32372,55190,0
nevada,Washoe,2,79038,80763,0
nevada,Douglas,2,8091,17734,0
nevada,Carson City,2,8984,13623,0
nevada,Lyon,2,4644,11991,0
nevada,Elko,2,2964,12068,0
nevada,Churchill,2,1983,7506,0
nevada,Humboldt,2,1162,4320,0
nevada,Storey,2,722,1608,0
nevada,Lander,2,376,1692,0
nevada,Pershing,2,377,1369,0
nevada,Eureka,2,89,658,0
nevada,Clark,1,99892,46465,4489
nevada,Clark,4,113393,82695,8298
nevada,Nye,4,4960,11158,1207
nevada,Lyon,4,879,2976,194
nevada,White Pine,4,644,2089,138
nevada,Lincoln,4,304,1538,85
nevada,Mineral,4,646,1006,119
nevada,Esmeralda,4,54,290,20
nevada,Clark,3,147048,121505,15006
new hampshire,Hillsborough,2,47392,39416,1998
new hampshire,Merrimack,2,33606,23826,1268
new hampshire,Grafton,2,22113,10752,726
new hampshire,Cheshire,2,18485,10952,718
new hampshire,Rockingham,2,11455,13739,577
new hampshire,Sullivan,2,5498,4242,231
new hampshire,Coos,2,5227,4090,295
new hampshire,Belknap,2,241,304,13
new hampshire,Rockingham,1,59258,51563,1517
new hampshire,Hillsborough,1,37134,28369,950
new hampshire,Strafford,1,30839,21484,684
new hampshire,Belknap,1,11948,13819,331
new hampshire,Carroll,1,12123,11476,267
new hampshire,Merrimack,1,3079,2803,63
new hampshire,Grafton,1,888,679,33
new jersey,Atlantic,2,42433,32809,1504
new jersey,Cape May,2,21595,19004,472
new jersey,Cumberland,2,23491,15619,806
new jersey,Gloucester,2,17410,16569,633
new jersey,Salem,2,10840,11962,669
new jersey,Ocean,2,6975,10961,233
new jersey,Camden,2,1136,1499,55
new jersey,Burlington,2,292,480,11
new jersey,Bergen,5,114334,73145,2066
new jersey,Sussex,5,17033,21884,843
new jersey,Warren,5,10396,13827,512
new jersey,Passaic,5,6254,7650,150
new jersey,Bergen,9,67009,34588,1068
new jersey,Passaic,9,51055,14284,342
new jersey,Hudson,9,6225,3164,76
new jersey,Hudson,8,77254,18662,3510
new jersey,Essex,8,19682,4953,650
new jersey,Union,8,15540,3574,416
new jersey,Bergen,8,1641,552,76
new jersey,Burlington,3,103625,70010,1242
new jersey,Ocean,3,46768,76962,2602
new jersey,Camden,1,88389,38726,3099
new jersey,Gloucester,1,41315,31094,1765
new jersey,Burlington,1,5212,2908,135
new jersey,Morris,11,87720,71761,1546
new jersey,Essex,11,53053,26817,856
new jersey,Passaic,11,22961,21303,416
new jersey,Sussex,11,9430,10695,3119
new jersey,Essex,10,105751,6662,2037
new jersey,Union,10,36358,8394,1072
new jersey,Hudson,10,25037,4611,1423
new jersey,Somerset,7,53918,45724,1517
new jersey,Union,7,47336,34141,1040
new jersey,Hunterdon,7,27592,33510,1190
new jersey,Morris,7,22531,24823,706
new jersey,Warren,7,5387,6794,292
new jersey,Essex,7,5954,2641,61
new jersey,Middlesex,12,57872,39277,0
new jersey,Mercer,12,65061,19864,0
new jersey,Somerset,12,21451,9285,0
new jersey,Union,12,18963,5943,0
new jersey,Monmouth,4,80821,91580,2537
new jersey,Ocean,4,24059,49800,927
new jersey,Mercer,4,19461,18810,941
new jersey,Middlesex,6,84786,39790,0
new jersey,Monmouth,6,43470,35869,0
new mexico,Santa Fe,3,51410,9951,2517
new mexico,Sandoval,3,24552,17426,2613
new mexico,San Juan,3,14120,19715,3269
new mexico,McKinley,3,12460,3004,869
new mexico,Taos,3,11997,1870,470
new mexico,Rio Arriba,3,9883,2314,484
new mexico,Bernalillo,3,5692,4179,656
new mexico,Los Alamos,3,6142,3071,917
new mexico,Curry,3,3304,6403,418
new mexico,San Miguel,3,7339,1543,277
new mexico,Colfax,3,2470,1932,256
new mexico,Quay,3,1300,1638,137
new mexico,Roosevelt,3,945,1388,142
new mexico,Mora,3,1788,464,72
new mexico,Union,3,465,921,61
new mexico,Harding,3,201,244,28
new mexico,Dona Ana,2,38264,21300,0
new mexico,Valencia,2,10588,9618,0
new mexico,Otero,2,6849,10141,0
new mexico,Chaves,2,6033,10488,0
new mexico,Eddy,2,5181,10391,0
new mexico,Lea,2,3882,9822,0
new mexico,Grant,2,7176,4530,0
new mexico,Lincoln,2,2810,4950,0
new mexico,Cibola,2,4323,2618,0
new mexico,Socorro,2,3879,2324,0
new mexico,Luna,2,3198,2890,0
new mexico,Sierra,2,2052,2611,0
new mexico,Roosevelt,2,560,1561,0
new mexico,Catron,2,551,1251,0
new mexico,Guadalupe,2,1162,505,0
new mexico,McKinley,2,1299,294,0
new mexico,Hidalgo,2,815,753,0
new mexico,De Baca,2,292,500,0
new mexico,Bernalillo,2,526,165,0
new mexico,Bernalillo,1,134607,79543,10232
new mexico,Sandoval,1,5808,4016,413
new mexico,Torrance,1,1923,3122,267
new mexico,Santa Fe,1,891,1487,136
new mexico,Valencia,1,1108,910,91
new york,Albany,20,74630,30409,0
new york,Saratoga,20,32436,21759,0
new york,Schenectady,20,32360,18210,0
new york,Rensselaer,20,19380,9507,0
new york,Montgomery,20,5516,4296,0
new york,Chautauqua,23,16578,24135,0
new york,Tompkins,23,25862,8360,0
new york,Steuben,23,11330,20829,0
new york,Chemung,23,11460,16108,0
new york,Cattaraugus,23,8211,14502,0
new york,Ontario,23,6960,7440,0
new york,Allegany,23,4243,9808,0
new york,Tioga,23,4999,7810,0
new york,Seneca,23,5029,5760,0
new york,Yates,23,3111,4317,0
new york,Schuyler,23,2901,4024,0
new york,Westchester,16,107638,0,0
new york,Bronx,16,58187,0,0
new york,Bronx,15,112798,4647,0
new york,Queens,14,67616,10644,6483
new york,Bronx,14,32428,7360,4046
new york,New York,13,139742,7432,0
new york,Bronx,13,27932,2086,0
new york,Oneida,22,38261,37309,0
new york,Broome,22,37408,29740,0
new york,Madison,22,11745,12557,0
new york,Herkimer,22,7793,9786,0
new york,Cortland,22,8598,6969,0
new york,Chenango,22,6804,8754,0
new york,Oswego,22,5406,9104,0
new york,Tioga,22,1918,2417,0
new york,Ulster,19,43117,27182,1479
new york,Dutchess,19,23115,21662,770
new york,Rensselaer,19,12019,14503,1111
new york,Columbia,19,13896,11269,645
new york,Sullivan,19,10772,11259,500
new york,Otsego,19,9631,9828,509
new york,Greene,19,7016,9971,622
new york,Delaware,19,6408,8713,426
new york,Schoharie,19,4190,6819,389
new york,Montgomery,19,1547,2742,194
new york,Broome,19,290,464,14
new york,Onondaga,24,83892,82001,0
new york,Wayne,24,11540,18102,0
new york,Cayuga,24,10121,15770,0
new york,Oswego,24,8557,13395,0
new york,Saratoga,21,14439,19737,384
new york,St. Lawrence,21,13627,16772,643
new york,Jefferson,21,9882,17553,686
new york,Clinton,21,12103,12196,240
new york,Warren,21,10897,11709,321
new york,Washington,21,7732,11208,255
new york,Fulton,21,5106,10617,130
new york,Essex,21,6421,6588,159
new york,Franklin,21,6237,6753,135
new york,Lewis,21,3597,8376,354
new york,Herkimer,21,948,2168,29
new york,Hamilton,21,774,1632,21
new york,Orange,18,61625,52263,0
new york,Dutchess,18,33660,24686,0
new york,Putnam,18,17381,18537,0
new york,Westchester,18,17757,10892,0
new york,Erie,27,60409,55105,2357
new york,Niagara,27,23095,23095,1034
new york,Ontario,27,14117,11918,421
new york,Livingston,27,11434,11982,524
new york,Genesee,27,8150,10985,598
new york,Wyoming,27,4608,8281,348
new york,Orleans,27,4504,7269,286
new york,Monroe,27,5727,5619,201
new york,Erie,26,144752,50384,0
new york,Niagara,26,12880,7958,0
new york,Richmond,11,66402,64991,461
new york,Kings,11,29048,19349,243
new york,New York,10,124154,15439,0
new york,Kings,10,22594,18493,0
new york,New York,12,144054,23257,2204
new york,Queens,12,29439,3059,575
new york,Kings,12,21482,1523,539
new york,Kings,8,160568,0,7990
new york,Queens,8,6411,0,2489
new york,Kings,7,103523,0,6292
new york,New York,7,17565,0,1500
new york,Queens,7,16360,0,1929
new york,Kings,9,167199,22868,730
new york,Monroe,25,149993,105925,0
new york,Nassau,3,74258,51348,0
new york,Suffolk,3,49491,41568,0
new york,Queens,3,21313,10360,0
new york,Suffolk,2,81042,76627,0
new york,Nassau,2,25951,45479,0
new york,Queens,5,147387,0,0
new york,Nassau,5,21125,0,0
new york,Nassau,4,149078,95187,0
new york,Queens,6,103823,0,10514
new york,Westchester,17,99024,0,10045
new york,Rockland,17,58606,0,11631
new york,Suffolk,1,112343,130919,2756
north carolina,Guilford,6,38122,31813,0
north carolina,Alamance,6,24491,31056,0
north carolina,Randolph,6,9835,36910,0
north carolina,Chatham,6,20315,15439,0
north carolina,Rockingham,6,11182,20905,0
north carolina,Lee,6,8737,10683,0
north carolina,Person,6,6099,8432,0
north carolina,Caswell,6,3542,4413,0
north carolina,Forsyth,5,75594,59420,0
